regionname,statename,city,countyname,metro,year,yearlyindex
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2020,242664
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2021,262272
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2022,274100
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2023,282973
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2024,284234
99674,AK,Sutton,Matanuska Susitna Borough,"Anchorage, AK",2025,283206
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2000,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2001,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2002,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2003,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2004,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2005,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2006,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2007,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2008,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2009,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2010,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2011,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2012,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2013,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2014,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2015,
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2016,142273
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2017,146621
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2018,148578
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2019,164448
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2020,195003
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2021,217687
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2022,231910
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2023,246195
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2024,247000
99676,AK,Talkeetna,Matanuska Susitna Borough,"Anchorage, AK",2025,250575
99686,AK,Valdez,Valdez Cordova Borough,,2000,
99686,AK,Valdez,Valdez Cordova Borough,,2001,
99686,AK,Valdez,Valdez Cordova Borough,,2002,
99686,AK,Valdez,Valdez Cordova Borough,,2003,
99686,AK,Valdez,Valdez Cordova Borough,,2004,
99686,AK,Valdez,Valdez Cordova Borough,,2005,
99686,AK,Valdez,Valdez Cordova Borough,,2006,
99686,AK,Valdez,Valdez Cordova Borough,,2007,
99686,AK,Valdez,Valdez Cordova Borough,,2008,
99686,AK,Valdez,Valdez Cordova Borough,,2009,
99686,AK,Valdez,Valdez Cordova Borough,,2010,
99686,AK,Valdez,Valdez Cordova Borough,,2011,
99686,AK,Valdez,Valdez Cordova Borough,,2012,
99686,AK,Valdez,Valdez Cordova Borough,,2013,
99686,AK,Valdez,Valdez Cordova Borough,,2014,
99686,AK,Valdez,Valdez Cordova Borough,,2015,
99686,AK,Valdez,Valdez Cordova Borough,,2016,
99686,AK,Valdez,Valdez Cordova Borough,,2017,
99686,AK,Valdez,Valdez Cordova Borough,,2018,
99686,AK,Valdez,Valdez Cordova Borough,,2019,
99686,AK,Valdez,Valdez Cordova Borough,,2020,
99686,AK,Valdez,Valdez Cordova Borough,,2021,
99686,AK,Valdez,Valdez Cordova Borough,,2022,320794
99686,AK,Valdez,Valdez Cordova Borough,,2023,307798
99686,AK,Valdez,Valdez Cordova Borough,,2024,320665
99686,AK,Valdez,Valdez Cordova Borough,,2025,332582
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2000,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2001,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2002,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2003,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2004,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2005,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2006,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2007,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2008,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2009,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2010,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2011,
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2012,148729
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2013,158532
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2014,165457
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2015,181148
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2016,186338
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2017,189254
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2018,185361
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2019,191211
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2020,211241
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2021,231920
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2022,246053
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2023,249894
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2024,251682
99688,AK,Willow,Matanuska Susitna Borough,"Anchorage, AK",2025,259631
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2000,
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2001,
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2002,
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2003,
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2004,
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2005,158655
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2006,173591
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2007,187553
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2008,192630
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2009,187088
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2010,186445
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2011,185511
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2012,184796
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2013,185347
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2014,183552
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2015,185247
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2016,192175
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2017,198124
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2018,205800
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2019,216699
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2020,222918
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2021,230938
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2022,243021
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2023,242059
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2024,248300
99701,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2025,252027
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2000,
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2001,
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2002,
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2003,
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2004,
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2005,199702
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2006,221503
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2007,244447
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2008,246210
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2009,240908
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2010,241071
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2011,242563
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2012,242181
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2013,238962
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2014,234042
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2015,238910
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2016,247168
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2017,257310
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2018,268973
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2019,284242
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2020,297952
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2021,306579
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2022,322833
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2023,319182
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2024,325214
99705,AK,North Pole,Fairbanks North Star Borough,"Fairbanks, AK",2025,325270
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2000,
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2001,
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2002,
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2003,
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2004,
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2005,194652
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2006,214837
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2007,231188
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2008,235845
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2009,231812
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2010,231352
99709,AK,Fairbanks,Fairbanks North Star Borough,"Fairbanks, AK",2011,231509
